"Notes"	"Year"	"Year Code"	"State"	"State Code"	Births
	"2008"	"2008"	"Oklahoma"	"40"	54654
	"2008"	"2008"	"Oregon"	"41"	48985
	"2008"	"2008"	"Pennsylvania"	"42"	148863
	"2008"	"2008"	"Rhode Island"	"44"	12009
	"2008"	"2008"	"South Carolina"	"45"	62894
	"2008"	"2008"	"South Dakota"	"46"	12047
	"2008"	"2008"	"Tennessee"	"47"	85339
	"2008"	"2008"	"Texas"	"48"	404229
	"2008"	"2008"	"Utah"	"49"	55546
	"2008"	"2008"	"Vermont"	"50"	6325
	"2008"	"2008"	"Virginia"	"51"	106359
	"2008"	"2008"	"Washington"	"53"	90046
	"2008"	"2008"	"West Virginia"	"54"	21459
	"2008"	"2008"	"Wisconsin"	"55"	72082
	"2008"	"2008"	"Wyoming"	"56"	8032
"Total"	"2008"	"2008"			4225221
	"2009"	"2009"	"Alabama"	"01"	62270
	"2009"	"2009"	"Alaska"	"02"	11295
	"2009"	"2009"	"Arizona"	"04"	92510
	"2009"	"2009"	"Arkansas"	"05"	39706
	"2009"	"2009"	"California"	"06"	524892
	"2009"	"2009"	"Colorado"	"08"	68415
	"2009"	"2009"	"Connecticut"	"09"	38724
	"2009"	"2009"	"Delaware"	"10"	11513
	"2009"	"2009"	"Florida"	"12"	220700
	"2009"	"2009"	"Georgia"	"13"	140944
	"2009"	"2009"	"Hawaii"	"15"	18835
	"2009"	"2009"	"Idaho"	"16"	23688
	"2009"	"2009"	"Illinois"	"17"	170658
	"2009"	"2009"	"Indiana"	"18"	86463
	"2009"	"2009"	"Iowa"	"19"	39620
	"2009"	"2009"	"Kansas"	"20"	41319
	"2009"	"2009"	"Kentucky"	"21"	57412
	"2009"	"2009"	"Louisiana"	"22"	64803
	"2009"	"2009"	"Maine"	"23"	13445
	"2009"	"2009"	"Maryland"	"24"	74754
	"2009"	"2009"	"Massachusetts"	"25"	74750
	"2009"	"2009"	"Michigan"	"26"	117004
	"2009"	"2009"	"Minnesota"	"27"	70478
	"2009"	"2009"	"Mississippi"	"28"	42727
	"2009"	"2009"	"Missouri"	"29"	78754
	"2009"	"2009"	"Montana"	"30"	12239
	"2009"	"2009"	"Nebraska"	"31"	26880
	"2009"	"2009"	"Nevada"	"32"	37495
	"2009"	"2009"	"New Hampshire"	"33"	13358
	"2009"	"2009"	"New Jersey"	"34"	109921
	"2009"	"2009"	"New Mexico"	"35"	28902
	"2009"	"2009"	"New York"	"36"	247039
	"2009"	"2009"	"North Carolina"	"37"	126517
	"2009"	"2009"	"North Dakota"	"38"	8996
	"2009"	"2009"	"Ohio"	"39"	144451
	"2009"	"2009"	"Oklahoma"	"40"	54409
	"2009"	"2009"	"Oregon"	"41"	47019
	"2009"	"2009"	"Pennsylvania"	"42"	146039
	"2009"	"2009"	"Rhode Island"	"44"	11409
	"2009"	"2009"	"South Carolina"	"45"	60462
	"2009"	"2009"	"South Dakota"	"46"	11913
	"2009"	"2009"	"Tennessee"	"47"	81988
	"2009"	"2009"	"Texas"	"48"	400646
	"2009"	"2009"	"Utah"	"49"	53791
	"2009"	"2009"	"Vermont"	"50"	6091
	"2009"	"2009"	"Virginia"	"51"	104704
	"2009"	"2009"	"Washington"	"53"	89056
	"2009"	"2009"	"West Virginia"	"54"	21219
	"2009"	"2009"	"Wisconsin"	"55"	70675
	"2009"	"2009"	"Wyoming"	"56"	7872
"Total"	"2009"	"2009"			4108770
	"2010"	"2010"	"Alabama"	"01"	59895
	"2010"	"2010"	"Alaska"	"02"	11448
	"2010"	"2010"	"Arizona"	"04"	87223
	"2010"	"2010"	"Arkansas"	"05"	38443
	"2010"	"2010"	"California"	"06"	508283
	"2010"	"2010"	"Colorado"	"08"	66165
	"2010"	"2010"	"Connecticut"	"09"	37558
	"2010"	"2010"	"Delaware"	"10"	11322
	"2010"	"2010"	"Florida"	"12"	213934
	"2010"	"2010"	"Georgia"	"13"	133568
	"2010"	"2010"	"Hawaii"	"15"	18931
	"2010"	"2010"	"Idaho"	"16"	23150
	"2010"	"2010"	"Illinois"	"17"	164674
	"2010"	"2010"	"Indiana"	"18"	83750
	"2010"	"2010"	"Iowa"	"19"	38640
	"2010"	"2010"	"Kansas"	"20"	40558
	"2010"	"2010"	"Kentucky"	"21"	55650
	"2010"	"2010"	"Louisiana"	"22"	62197
	"2010"	"2010"	"Maine"	"23"	12950
	"2010"	"2010"	"Maryland"	"24"	73515
	"2010"	"2010"	"Massachusetts"	"25"	72620
	"2010"	"2010"	"Michigan"	"26"	114222
	"2010"	"2010"	"Minnesota"	"27"	68447
	"2010"	"2010"	"Mississippi"	"28"	39890
	"2010"	"2010"	"Missouri"	"29"	76601
	"2010"	"2010"	"Montana"	"30"	12027
	"2010"	"2010"	"Nebraska"	"31"	25871
	"2010"	"2010"	"Nevada"	"32"	35817
	"2010"	"2010"	"New Hampshire"	"33"	12854
	"2010"	"2010"	"New Jersey"	"34"	106506
	"2010"	"2010"	"New Mexico"	"35"	27760
	"2010"	"2010"	"New York"	"36"	243330
	"2010"	"2010"	"North Carolina"	"37"	122004
	"2010"	"2010"	"North Dakota"	"38"	9086
	"2010"	"2010"	"Ohio"	"39"	138795
	"2010"	"2010"	"Oklahoma"	"40"	53098
	"2010"	"2010"	"Oregon"	"41"	45423
	"2010"	"2010"	"Pennsylvania"	"42"	142891
	"2010"	"2010"	"Rhode Island"	"44"	11158
	"2010"	"2010"	"South Carolina"	"45"	58187
	"2010"	"2010"	"South Dakota"	"46"	11792
	"2010"	"2010"	"Tennessee"	"47"	79297
	"2010"	"2010"	"Texas"	"48"	384874
	"2010"	"2010"	"Utah"	"49"	52171
	"2010"	"2010"	"Vermont"	"50"	6207
	"2010"	"2010"	"Virginia"	"51"	102683
	"2010"	"2010"	"Washington"	"53"	86297
	"2010"	"2010"	"West Virginia"	"54"	20417
	"2010"	"2010"	"Wisconsin"	"55"	68332
	"2010"	"2010"	"Wyoming"	"56"	7545
"Total"	"2010"	"2010"			3978056
	"2011"	"2011"	"Alabama"	"01"	59206
	"2011"	"2011"	"Alaska"	"02"	11436
	"2011"	"2011"	"Arizona"	"04"	85320
	"2011"	"2011"	"Arkansas"	"05"	38632
	"2011"	"2011"	"California"	"06"	500149
	"2011"	"2011"	"Colorado"	"08"	64844
	"2011"	"2011"	"Connecticut"	"09"	37146
	"2011"	"2011"	"Delaware"	"10"	11231
	"2011"	"2011"	"Florida"	"12"	212803
	"2011"	"2011"	"Georgia"	"13"	131971
	"2011"	"2011"	"Hawaii"	"15"	18896
	"2011"	"2011"	"Idaho"	"16"	22270
	"2011"	"2011"	"Illinois"	"17"	160858
	"2011"	"2011"	"Indiana"	"18"	83541
	"2011"	"2011"	"Iowa"	"19"	38163
	"2011"	"2011"	"Kansas"	"20"	39556
	"2011"	"2011"	"Kentucky"	"21"	55253
	"2011"	"2011"	"Louisiana"	"22"	61739
	"2011"	"2011"	"Maine"	"23"	12681
	"2011"	"2011"	"Maryland"	"24"	72815
	"2011"	"2011"	"Massachusetts"	"25"	72909
	"2011"	"2011"	"Michigan"	"26"	113744
	"2011"	"2011"	"Minnesota"	"27"	68227
	"2011"	"2011"	"Mississippi"	"28"	39734
	"2011"	"2011"	"Missouri"	"29"	75976
	"2011"	"2011"	"Montana"	"30"	12048
	"2011"	"2011"	"Nebraska"	"31"	25672
	"2011"	"2011"	"Nevada"	"32"	35201
	"2011"	"2011"	"New Hampshire"	"33"	12824
	"2011"	"2011"	"New Jersey"	"34"	105450
	"2011"	"2011"	"New Mexico"	"35"	27212
	"2011"	"2011"	"New York"	"36"	240297
	"2011"	"2011"	"North Carolina"	"37"	120082
	"2011"	"2011"	"North Dakota"	"38"	9499
	"2011"	"2011"	"Ohio"	"39"	137583
	"2011"	"2011"	"Oklahoma"	"40"	52176
	"2011"	"2011"	"Oregon"	"41"	45061
	"2011"	"2011"	"Pennsylvania"	"42"	142751
	"2011"	"2011"	"Rhode Island"	"44"	10932
	"2011"	"2011"	"South Carolina"	"45"	57278
	"2011"	"2011"	"South Dakota"	"46"	11822
	"2011"	"2011"	"Tennessee"	"47"	79400
	"2011"	"2011"	"Texas"	"48"	376365
	"2011"	"2011"	"Utah"	"49"	51157
	"2011"	"2011"	"Vermont"	"50"	6057
	"2011"	"2011"	"Virginia"	"51"	102340
	"2011"	"2011"	"Washington"	"53"	86735
	"2011"	"2011"	"West Virginia"	"54"	20666
	"2011"	"2011"	"Wisconsin"	"55"	67679
	"2011"	"2011"	"Wyoming"	"56"	7390
"Total"	"2011"	"2011"			3932777
	"2012"	"2012"	"Alabama"	"01"	58312
	"2012"	"2012"	"Alaska"	"02"	11154
	"2012"	"2012"	"Arizona"	"04"	86260
	"2012"	"2012"	"Arkansas"	"05"	38261
	"2012"	"2012"	"California"	"06"	501744
	"2012"	"2012"	"Colorado"	"08"	65007
	"2012"	"2012"	"Connecticut"	"09"	36407
	"2012"	"2012"	"Delaware"	"10"	10997
	"2012"	"2012"	"Florida"	"12"	212529
	"2012"	"2012"	"Georgia"	"13"	129874
	"2012"	"2012"	"Hawaii"	"15"	18911
	"2012"	"2012"	"Idaho"	"16"	22927
	"2012"	"2012"	"Illinois"	"17"	158686
	"2012"	"2012"	"Indiana"	"18"	83093
	"2012"	"2012"	"Iowa"	"19"	38627
	"2012"	"2012"	"Kansas"	"20"	40269
	"2012"	"2012"	"Kentucky"	"21"	55651
	"2012"	"2012"	"Louisiana"	"22"	62483
	"2012"	"2012"	"Maine"	"23"	12766
	"2012"	"2012"	"Maryland"	"24"	72630
	"2012"	"2012"	"Massachusetts"	"25"	72147
	"2012"	"2012"	"Michigan"	"26"	112809
	"2012"	"2012"	"Minnesota"	"27"	68589
	"2012"	"2012"	"Mississippi"	"28"	38552
	"2012"	"2012"	"Missouri"	"29"	75301
	"2012"	"2012"	"Montana"	"30"	12102
	"2012"	"2012"	"Nebraska"	"31"	25894
	"2012"	"2012"	"Nevada"	"32"	34817
	"2012"	"2012"	"New Hampshire"	"33"	12329
	"2012"	"2012"	"New Jersey"	"34"	103836
	"2012"	"2012"	"New Mexico"	"35"	26983
	"2012"	"2012"	"New York"	"36"	239882
	"2012"	"2012"	"North Carolina"	"37"	119555
	"2012"	"2012"	"North Dakota"	"38"	10090
	"2012"	"2012"	"Ohio"	"39"	138184
	"2012"	"2012"	"Oklahoma"	"40"	52647
	"2012"	"2012"	"Oregon"	"41"	44950
	"2012"	"2012"	"Pennsylvania"	"42"	142122
	"2012"	"2012"	"Rhode Island"	"44"	10902
	"2012"	"2012"	"South Carolina"	"45"	57054
	"2012"	"2012"	"South Dakota"	"46"	12089
	"2012"	"2012"	"Tennessee"	"47"	80196
	"2012"	"2012"	"Texas"	"48"	381615
	"2012"	"2012"	"Utah"	"49"	51400
	"2012"	"2012"	"Vermont"	"50"	5999
	"2012"	"2012"	"Virginia"	"51"	102720
	"2012"	"2012"	"Washington"	"53"	87209
	"2012"	"2012"	"West Virginia"	"54"	20784
	"2012"	"2012"	"Wisconsin"	"55"	67149
	"2012"	"2012"	"Wyoming"	"56"	7561
"Total"	"2012"	"2012"			3932055
	"2013"	"2013"	"Alabama"	"01"	58047
	"2013"	"2013"	"Alaska"	"02"	11413
	"2013"	"2013"	"Arizona"	"04"	85383
	"2013"	"2013"	"Arkansas"	"05"	37767
	"2013"	"2013"	"California"	"06"	492686
	"2013"	"2013"	"Colorado"	"08"	64858
	"2013"	"2013"	"Connecticut"	"09"	35929
	"2013"	"2013"	"Delaware"	"10"	10808
	"2013"	"2013"	"Florida"	"12"	214816
	"2013"	"2013"	"Georgia"	"13"	128382
	"2013"	"2013"	"Hawaii"	"15"	18922
	"2013"	"2013"	"Idaho"	"16"	22334
	"2013"	"2013"	"Illinois"	"17"	156451
	"2013"	"2013"	"Indiana"	"18"	82941
	"2013"	"2013"	"Iowa"	"19"	39040
	"2013"	"2013"	"Kansas"	"20"	38768
	"2013"	"2013"	"Kentucky"	"21"	55575
	"2013"	"2013"	"Louisiana"	"22"	63065
	"2013"	"2013"	"Maine"	"23"	12735
	"2013"	"2013"	"Maryland"	"24"	71689
	"2013"	"2013"	"Massachusetts"	"25"	71511
	"2013"	"2013"	"Michigan"	"26"	113226
	"2013"	"2013"	"Minnesota"	"27"	68994
	"2013"	"2013"	"Mississippi"	"28"	38531
	"2013"	"2013"	"Missouri"	"29"	75184
	"2013"	"2013"	"Montana"	"30"	12351
	"2013"	"2013"	"Nebraska"	"31"	26054
	"2013"	"2013"	"Nevada"	"32"	34951
	"2013"	"2013"	"New Hampshire"	"33"	12371
	"2013"	"2013"	"New Jersey"	"34"	102179
	"2013"	"2013"	"New Mexico"	"35"	26296
	"2013"	"2013"	"New York"	"36"	235961
	"2013"	"2013"	"North Carolina"	"37"	118704
	"2013"	"2013"	"North Dakota"	"38"	10579
	"2013"	"2013"	"Ohio"	"39"	138650
	"2013"	"2013"	"Oklahoma"	"40"	53266
	"2013"	"2013"	"Oregon"	"41"	45048
	"2013"	"2013"	"Pennsylvania"	"42"	140535
	"2013"	"2013"	"Rhode Island"	"44"	10774
	"2013"	"2013"	"South Carolina"	"45"	56689
	"2013"	"2013"	"South Dakota"	"46"	12225
	"2013"	"2013"	"Tennessee"	"47"	79828
	"2013"	"2013"	"Texas"	"48"	386193
	"2013"	"2013"	"Utah"	"49"	50882
	"2013"	"2013"	"Vermont"	"50"	5953
	"2013"	"2013"	"Virginia"	"51"	101863
	"2013"	"2013"	"Washington"	"53"	86355
	"2013"	"2013"	"West Virginia"	"54"	20792
	"2013"	"2013"	"Wisconsin"	"55"	66506
	"2013"	"2013"	"Wyoming"	"56"	7626
"Total"	"2013"	"2013"			3911686
	"2014"	"2014"	"Alabama"	"01"	59314
	"2014"	"2014"	"Alaska"	"02"	11367
	"2014"	"2014"	"Arizona"	"04"	86703
	"2014"	"2014"	"Arkansas"	"05"	38429
	"2014"	"2014"	"California"	"06"	500926
	"2014"	"2014"	"Colorado"	"08"	65660
	"2014"	"2014"	"Connecticut"	"09"	36139
	"2014"	"2014"	"Delaware"	"10"	10942
	"2014"	"2014"	"Florida"	"12"	219378
	"2014"	"2014"	"Georgia"	"13"	130595
	"2014"	"2014"	"Hawaii"	"15"	18474
	"2014"	"2014"	"Idaho"	"16"	22842
	"2014"	"2014"	"Illinois"	"17"	158106
	"2014"	"2014"	"Indiana"	"18"	83937
	"2014"	"2014"	"Iowa"	"19"	39626
	"2014"	"2014"	"Kansas"	"20"	39160
	"2014"	"2014"	"Kentucky"	"21"	56077
	"2014"	"2014"	"Louisiana"	"22"	64337
	"2014"	"2014"	"Maine"	"23"	12673
	"2014"	"2014"	"Maryland"	"24"	73623
	"2014"	"2014"	"Massachusetts"	"25"	71639
	"2014"	"2014"	"Michigan"	"26"	114123
	"2014"	"2014"	"Minnesota"	"27"	69720
	"2014"	"2014"	"Mississippi"	"28"	38619
	"2014"	"2014"	"Missouri"	"29"	75223
	"2014"	"2014"	"Montana"	"30"	12412
	"2014"	"2014"	"Nebraska"	"31"	26738
	"2014"	"2014"	"Nevada"	"32"	35747
	"2014"	"2014"	"New Hampshire"	"33"	12270
	"2014"	"2014"	"New Jersey"	"34"	102922
	"2014"	"2014"	"New Mexico"	"35"	25989
	"2014"	"2014"	"New York"	"36"	237785
	"2014"	"2014"	"North Carolina"	"37"	120666
	"2014"	"2014"	"North Dakota"	"38"	11343
	"2014"	"2014"	"Ohio"	"39"	139162
	"2014"	"2014"	"Oklahoma"	"40"	53250
	"2014"	"2014"	"Oregon"	"41"	45436
	"2014"	"2014"	"Pennsylvania"	"42"	141879
	"2014"	"2014"	"Rhode Island"	"44"	10798
	"2014"	"2014"	"South Carolina"	"45"	57498
	"2014"	"2014"	"South Dakota"	"46"	12268
	"2014"	"2014"	"Tennessee"	"47"	81430
	"2014"	"2014"	"Texas"	"48"	398680
	"2014"	"2014"	"Utah"	"49"	51068
	"2014"	"2014"	"Vermont"	"50"	6111
	"2014"	"2014"	"Virginia"	"51"	102991
	"2014"	"2014"	"Washington"	"53"	88359
	"2014"	"2014"	"West Virginia"	"54"	20244
	"2014"	"2014"	"Wisconsin"	"55"	67042
	"2014"	"2014"	"Wyoming"	"56"	7691
"Total"	"2014"	"2014"			3967411
	"2015"	"2015"	"Alabama"	"01"	59551
	"2015"	"2015"	"Alaska"	"02"	11263
	"2015"	"2015"	"Arizona"	"04"	85169
	"2015"	"2015"	"Arkansas"	"05"	38805
	"2015"	"2015"	"California"	"06"	489673
	"2015"	"2015"	"Colorado"	"08"	66412
	"2015"	"2015"	"Connecticut"	"09"	35609
	"2015"	"2015"	"Delaware"	"10"	11127
	"2015"	"2015"	"Florida"	"12"	223600
	"2015"	"2015"	"Georgia"	"13"	131038
	"2015"	"2015"	"Hawaii"	"15"	18346
	"2015"	"2015"	"Idaho"	"16"	22782
	"2015"	"2015"	"Illinois"	"17"	157655
	"2015"	"2015"	"Indiana"	"18"	83865
	"2015"	"2015"	"Iowa"	"19"	39408
	"2015"	"2015"	"Kansas"	"20"	39100
	"2015"	"2015"	"Kentucky"	"21"	55870
	"2015"	"2015"	"Louisiana"	"22"	64550
	"2015"	"2015"	"Maine"	"23"	12584
	"2015"	"2015"	"Maryland"	"24"	73333
	"2015"	"2015"	"Massachusetts"	"25"	71219
	"2015"	"2015"	"Michigan"	"26"	113062
	"2015"	"2015"	"Minnesota"	"27"	69650
	"2015"	"2015"	"Mississippi"	"28"	38291
	"2015"	"2015"	"Missouri"	"29"	74934
	"2015"	"2015"	"Montana"	"30"	12559
	"2015"	"2015"	"Nebraska"	"31"	26638
	"2015"	"2015"	"Nevada"	"32"	36194
	"2015"	"2015"	"New Hampshire"	"33"	12408
	"2015"	"2015"	"New Jersey"	"34"	102754
	"2015"	"2015"	"New Mexico"	"35"	25766
	"2015"	"2015"	"New York"	"36"	236223
	"2015"	"2015"	"North Carolina"	"37"	120532
	"2015"	"2015"	"North Dakota"	"38"	11306
	"2015"	"2015"	"Ohio"	"39"	138957
	"2015"	"2015"	"Oklahoma"	"40"	53023
	"2015"	"2015"	"Oregon"	"41"	45539
	"2015"	"2015"	"Pennsylvania"	"42"	140695
	"2015"	"2015"	"Rhode Island"	"44"	10960
	"2015"	"2015"	"South Carolina"	"45"	57986
	"2015"	"2015"	"South Dakota"	"46"	12312
	"2015"	"2015"	"Tennessee"	"47"	81524
	"2015"	"2015"	"Texas"	"48"	402494
	"2015"	"2015"	"Utah"	"49"	50702
	"2015"	"2015"	"Vermont"	"50"	5889
	"2015"	"2015"	"Virginia"	"51"	102998
	"2015"	"2015"	"Washington"	"53"	88749
	"2015"	"2015"	"West Virginia"	"54"	19786
	"2015"	"2015"	"Wisconsin"	"55"	66910
	"2015"	"2015"	"Wyoming"	"56"	7747
"Total"	"2015"	"2015"			3957547
	"2016"	"2016"	"Alabama"	"01"	59064
	"2016"	"2016"	"Alaska"	"02"	11182
	"2016"	"2016"	"Arizona"	"04"	84316
	"2016"	"2016"	"Arkansas"	"05"	38195
	"2016"	"2016"	"California"	"06"	486696
	"2016"	"2016"	"Colorado"	"08"	66440
	"2016"	"2016"	"Connecticut"	"09"	35865
	"2016"	"2016"	"Delaware"	"10"	10947
	"2016"	"2016"	"Florida"	"12"	224375
	"2016"	"2016"	"Georgia"	"13"	129678
	"2016"	"2016"	"Hawaii"	"15"	17998
	"2016"	"2016"	"Idaho"	"16"	22442
	"2016"	"2016"	"Illinois"	"17"	154018
	"2016"	"2016"	"Indiana"	"18"	82951
	"2016"	"2016"	"Iowa"	"19"	39353
	"2016"	"2016"	"Kansas"	"20"	37999
	"2016"	"2016"	"Kentucky"	"21"	55346
	"2016"	"2016"	"Louisiana"	"22"	63019
	"2016"	"2016"	"Maine"	"23"	12678
	"2016"	"2016"	"Maryland"	"24"	72861
	"2016"	"2016"	"Massachusetts"	"25"	71042
	"2016"	"2016"	"Michigan"	"26"	113072
	"2016"	"2016"	"Minnesota"	"27"	69579
	"2016"	"2016"	"Mississippi"	"28"	37852
	"2016"	"2016"	"Missouri"	"29"	74588
	"2016"	"2016"	"Montana"	"30"	12256
	"2016"	"2016"	"Nebraska"	"31"	26543
	"2016"	"2016"	"Nevada"	"32"	36178
	"2016"	"2016"	"New Hampshire"	"33"	12246
	"2016"	"2016"	"New Jersey"	"34"	102216
	"2016"	"2016"	"New Mexico"	"35"	24641
	"2016"	"2016"	"New York"	"36"	233232
	"2016"	"2016"	"North Carolina"	"37"	120503
	"2016"	"2016"	"North Dakota"	"38"	11364
	"2016"	"2016"	"Ohio"	"39"	137808
	"2016"	"2016"	"Oklahoma"	"40"	52488
	"2016"	"2016"	"Oregon"	"41"	45434
	"2016"	"2016"	"Pennsylvania"	"42"	139063
	"2016"	"2016"	"Rhode Island"	"44"	10773
	"2016"	"2016"	"South Carolina"	"45"	57212
	"2016"	"2016"	"South Dakota"	"46"	12255
	"2016"	"2016"	"Tennessee"	"47"	80632
	"2016"	"2016"	"Texas"	"48"	396955
	"2016"	"2016"	"Utah"	"49"	50374
	"2016"	"2016"	"Vermont"	"50"	5744
	"2016"	"2016"	"Virginia"	"51"	102133
	"2016"	"2016"	"Washington"	"53"	90245
	"2016"	"2016"	"West Virginia"	"54"	19046
	"2016"	"2016"	"Wisconsin"	"55"	66519
	"2016"	"2016"	"Wyoming"	"56"	7368
"Total"	"2016"	"2016"			3924784
	"2017"	"2017"	"Alabama"	"01"	58843
	"2017"	"2017"	"Alaska"	"02"	10418
	"2017"	"2017"	"Arizona"	"04"	81658
	"2017"	"2017"	"Arkansas"	"05"	37442
	"2017"	"2017"	"California"	"06"	469506
	"2017"	"2017"	"Colorado"	"08"	64213
	"2017"	"2017"	"Connecticut"	"09"	35079
	"2017"	"2017"	"Delaware"	"10"	10825
	"2017"	"2017"	"Florida"	"12"	222982
	"2017"	"2017"	"Georgia"	"13"	128887
	"2017"	"2017"	"Hawaii"	"15"	17435
	"2017"	"2017"	"Idaho"	"16"	22133
	"2017"	"2017"	"Illinois"	"17"	148971
	"2017"	"2017"	"Indiana"	"18"	82007
	"2017"	"2017"	"Iowa"	"19"	38370
	"2017"	"2017"	"Kansas"	"20"	36462
	"2017"	"2017"	"Kentucky"	"21"	54668
	"2017"	"2017"	"Louisiana"	"22"	60892
	"2017"	"2017"	"Maine"	"23"	12279
	"2017"	"2017"	"Maryland"	"24"	71368
	"2017"	"2017"	"Massachusetts"	"25"	70444
	"2017"	"2017"	"Michigan"	"26"	111151
	"2017"	"2017"	"Minnesota"	"27"	68428
	"2017"	"2017"	"Mississippi"	"28"	37285
	"2017"	"2017"	"Missouri"	"29"	72928
	"2017"	"2017"	"Montana"	"30"	11768
	"2017"	"2017"	"Nebraska"	"31"	25775
	"2017"	"2017"	"Nevada"	"32"	35644
	"2017"	"2017"	"New Hampshire"	"33"	12090
	"2017"	"2017"	"New Jersey"	"34"	100820
	"2017"	"2017"	"New Mexico"	"35"	23712
	"2017"	"2017"	"New York"	"36"	228640
	"2017"	"2017"	"North Carolina"	"37"	119826
	"2017"	"2017"	"North Dakota"	"38"	10724
	"2017"	"2017"	"Ohio"	"39"	136573
	"2017"	"2017"	"Oklahoma"	"40"	50110
	"2017"	"2017"	"Oregon"	"41"	43517
	"2017"	"2017"	"Pennsylvania"	"42"	137399
	"2017"	"2017"	"Rhode Island"	"44"	10605
	"2017"	"2017"	"South Carolina"	"45"	56923
	"2017"	"2017"	"South Dakota"	"46"	12113
